Immoweb code,Price_1,Price_2,country,region,province,district,locality,postalCode,street,number,box,propertyName,floor,latitude,longitude,Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Outdoor parking spaces,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bedroom 2 surface,Bathrooms,Toilets,Basement,Furnished,Terrace surface,Elevator,Accessible for disabled people,TV cable,Visio phone,Swimming pool,Primary energy consumption,Energy class,Reference number of the EPC report,CO₂ emission,Yearly theoretical total energy consumption,As built plan,Heating type,Thermic solar panels,Double glazing,Planning permission obtained,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Price,Cadastral income,Tenement building,Address,Website,External reference,Street frontage width,Covered parking spaces,Basement surface,Monthly charges, 212,null,50.85,4.42,Virtual visit,Dining room,Shower rooms,Intercom,Agent's name,Bedroom 3 surface,Armored door,Property name,Laundry room,Terrace orientation,Caretaker,Common water heater,Living room,Total ground floor buildable,Terrace,Attic,Bedroom 4 surface,Office surface,Office,Secure access / alarm,Dressing room,Surface of the plot,Connection to sewer network,"Gas, water & electricity",Heat pump,Garden,Garden orientation,Conformity certification for fuel tanks, 40,50.83,4.45,Garden surface,Width of the lot on the street, 1,50.52,5.24,E-level (overall energy performance),Professional space,Air conditioning,Jacuzzi,Sauna,Internet,Photovoltaic solar panels,Type of building,Obligation to build,How many fireplaces?,Number of annexes, 95,4.41,Professional space surface,Attic surface, 202,50.9,3.4, 131,51.35,3.28, 9a,50.84,4.46,Extra information, 8,51.23,4.4, 120,4.47, 72 \\/ 0002,51.22,3.22,Venue of the sale,Single session,Terms of visit,Starting price,Isolated, 37, 5,50.61,3.39,Value of the property,Lump sum,Monthly annuity,Indexed annuity,Reversionary annuity,Bare ownership sale,Number of annuitants,Age of annuitant, 303,50.68,4.19,Bedroom 5 surface,Land is facing street,Wooded land,Plot at rear,Flat land,Current monthly revenue, 30,51.21,4.25,,50.72,4.51
10081543,"€260,000",260000€,null,null,null,null,null,null,null,null,null,null,null,null,null,After signing the deed,,,1955,,,Good,2,1,"Living area (residential, urban or rural)",169m²square meters,29m²square meters,Installed,16m²square meters,3,14m²square meters,8m²square meters,1,1,,,12m²square meters,No,No,Yes,No,No,538kWh/m²kilowatt hour per square meters,F,20220816-0002656280-RES-1,Not specified,Not specified,,Fuel oil,No,Yes,,,,,Non flood zone,,"€ 260,000260000 €",€ 463463 €,No,,,,6 m,,,,,,,,,Yes,1,Yes,,13m²square meters,Yes,,Yes,South,No,No,,,,,,,No,Yes,Yes,238m²square meters,Connected,Yes,No,,South,"Yes, conform",,,,100m²square meters,,,,,,No,No,No,No,Yes,No,,,,1,,,20m²square meters,41m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,,,,,,,
9899652,"€265,000",265000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,September 1 2022 - 12:00 AM,,1925,,,Just renovated,2,,Isolated,152m²square meters,12m²square meters,Installed,10m²square meters,3,12m²square meters,10m²square meters,1,1,,No,7m²square meters,No,No,Yes,,No,192kWh/m²kilowatt hour per square meters,B,20220419,4692 kg CO₂/m²,Not specified,No,Gas,,Yes,,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 265,000265000 €",€ 645645 €,No,Stationstraat 309600- Ronse,,4754853,5 m,,,,,,,,,Yes,,,,18m²square meters,,,,,,,,110m²square meters,,Yes,,,,,,675m²square meters,Connected,Yes,,,,,,,,450m²square meters,5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10092051,"€269,000",269000€,Belgium,null,East Flanders,Gent,Gent,9000,Sluizeken 16,null,null,null,null,51.06,3.72,After signing the deed,,,1918,,,To restore,3,,"Living area (residential, urban or rural)",168m²square meters,39m²square meters,Not installed,,5,17m²square meters,12m²square meters,1,1,Yes,No,,,,,,,675kWh/m²kilowatt hour per square meters,F,Not specified,Not specified,Not specified,No,Gas,,Yes,,,,,,,"€ 269,000269000 €",€ 525525 €,No,Sluizeken 169000- Gent,http://www.trevi.be,10389 -,5 m,,,,,,,,,,,,,18m²square meters,,,,,,,,,,,12m²square meters,,,,,150m²square meters,,Yes,,,,,,,,48m²square meters,5 mmeters,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18m²square meters,,,,,,,,,,,
9745389,Make,270000€,Belgium,null,Hainaut,Charleroi,Pont-\\u00e0-Celles,6230,Place Communale 18,null,null,null,null,50.51,4.36,After signing the deed,January 1 2022 - 12:00 AM,,1975,,,As new,2,7,Isolated,220m²square meters,70m²square meters,Hyper equipped,24m²square meters,3,11m²square meters,12m²square meters,1,2,,No,60m²square meters,No,Yes,Yes,,No,289kWh/m²kilowatt hour per square meters,D,20210318014541,53 kg CO₂/m²,64202 kWh/year,,Fuel oil,,Yes,Yes,Yes,No,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 270,000Make an offer starting from270000 €",€ 806806 €,No,Place Communale 186230- Pont-à-Celles,http://www.delfimmo.be,4648399,12 m,2,,,,,,,,,1,Yes,,15m²square meters,,,,,,,,220m²square meters,,,,20m²square meters,Yes,Yes,,1000m²square meters,Connected,No,,,,,,,,50m²square meters,16 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9214164,"€277,500",337500€,Belgium,null,Antwerp,Turnhout,Geel,2440,Markt 20,null,null,null,null,51.16,4.99,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,No,No,,,,,No,Markt 202440- Geel,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9717425,Make,279000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Oupeye,4680,Rue de la Wallonie 2A,null,null,null,null,50.71,5.62,Depending on the tenant,May 31 2022 - 12:00 AM,Liège environs,1930,,,Good,2,,Urban,237m²square meters,20m²square meters,Installed,14m²square meters,5,17m²square meters,15m²square meters,3,4,Yes,No,,No,No,Yes,,No,378kWh/m²kilowatt hour per square meters,E,20141016020786,69 kg CO₂/m²,25266 kWh/year,,Gas,,Yes,,No,No,No,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 279,000Make an offer starting from279000 €","€ 1,7351735 €",Yes,Rue de la Wallonie 2A4680- Oupeye,http://www.nigel-immo.be,4614926,6 m,,,,,,,,Link to the virtual visit,Yes,3,Yes,,11m²square meters,,,,,,,,164m²square meters,,,9m²square meters,,Yes,,,283m²square meters,Connected,Yes,,,,,,,,117m²square meters,6 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8m²square meters,,,,,,,,,,,
10119830,"€279,000",279000€,Belgium,null,East Flanders,Oudenaarde,Ronse ,9600,Stationstraat 30,null,null,null,null,50.74,3.6,After signing the deed,December 20 2022 - 12:00 AM,,1945,,,Just renovated,2,,Urban,258m²square meters,32m²square meters,Installed,12m²square meters,5,12m²square meters,18m²square meters,2,2,Yes,No,29m²square meters,No,No,Yes,,No,208kWh/m²kilowatt hour per square meters,C,1269813,4577 kg CO₂/m²,Not specified,No,Gas,,Yes,Yes,No,Yes,No,Non flood zone,"Living area (residential, urban or rural)","€ 279,000279000 €",€ 832832 €,No,Stationstraat 309600- Ronse,,4930229,5.5 m,,,,,,,,,,,,,19m²square meters,,,,,,,,196m²square meters,,Yes,12m²square meters,12m²square meters,Yes,,,156m²square meters,Connected,Yes,,,,,,,,,5.5 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18m²square meters,,,,,,,,,,,
9969865,"€283,900",529000€,Belgium,null,Flemish Brabant,Leuven,Leuven,3000,Naamsestraat 37,null,null,null,null,50.88,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Naamsestraat 373000- Leuven,http://www.dyls.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10120244,"€289,000",289000€,Belgium,null,Namur,Dinant,Beauraing ,5570,Rue De Bouillon 59,null,null,null,null,50.11,4.96,To be defined,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,RWPEB-109082,Not specified,Not specified,,,,,Yes,Yes,No,No,Non flood zone,,,,No,Rue De Bouillon 595570- Beauraing,http://www.condrogest.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10015238,"€289,000",309000€,Belgium,null,Luxembourg,Neufch\\u00e2teau,Libramont,6800,Avenue de Bouillon 92,null,null,null,null,49.91,5.36,At delivery,,Zone Centre Province du Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,,,,,,,,,No,Avenue de Bouillon 926800- Libramont,https://honesty.be/,4797613,,,,,,,,,Link to the virtual visit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116667,"€295,000",327000€,Belgium,null,Antwerp,Turnhout,Geel,2440,Markt 20,null,null,null,null,51.16,4.99,At delivery,,,,,,,,,,,,,,,,,,,,,,,,,,,Not specified,Not specified,Not specified,Not specified,Not specified,,,,,Yes,Yes,No,No,,,,,No,Markt 202440- Geel,http://www.heylenvastgoed.be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9920179,"€295,000",295000€,Belgium,null,Antwerp,Mechelen,Willebroek,2830,Dr. Persoonslaan 15 b,null,null,null,null,51.06,4.36,After signing the deed,,-,1955,,,To renovate,2,,,80m²square meters,30m²square meters,Semi equipped,8m²square meters,4,17m²square meters,14m²square meters,2,2,,No,,,,,,,788kWh/m²kilowatt hour per square meters,F,Certificaat-20220518-0002606072-KNR-1,1000 kg CO₂/m²,Not specified,No,Gas,,Yes,,,Yes,,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 295,000295000 €","€ 4,0234023 €",Yes,Dr. Persoonslaan 15 b2830- Willebroek,http://www.walbersimmo.be,16967 - 3275 TK G,7 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350m²square meters,,Yes,,,,"Yes, not conform",,,,,7 mmeters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10088318,"€295,000",295000€,null,null,null,null,null,null,null,null,null,null,null,null,null,After signing the deed,,,1960,,,Good,3,5,,250m²square meters,47m²square meters,Installed,20m²square meters,5,18m²square meters,11m²square meters,3,4,,No,52m²square meters,No,No,Yes,No,No,416kWh/m²kilowatt hour per square meters,E,20131010022389,76 kg CO₂/m²,130501 kWh/year,,Gas,No,Yes,Yes,,,,Non flood zone,Mixed living area (accommodation &amp; economic activities),"€ 295,000295000 €","€ 1,2501250 €",No,,,,28 m,1,36m²square meters,,,,,,,Yes,,No,,15m²square meters,No,,Yes,West,No,Yes,,147m²square meters,,,18m²square meters,,No,No,Yes,3600m²square meters,Connected,Yes,No,,South,,,,,2940m²square meters,28 mmeters,,,,,No,Yes,Yes,No,Yes,No,,No,1,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,9m²square meters,Yes,Yes,Yes,Yes,,,,,,,
9809429,Make,299000€,Belgium,null,Li\\u00e8ge,Li\\u00e8ge,Ans,4430,Rue de l'Yser 425,null,null,null,null,50.66,5.51,To be defined,,,1850,,,Good,2,,Urban,183m²square meters,19m²square meters,Installed,11m²square meters,6,24m²square meters,11m²square meters,3,3,,No,,Yes,No,,,No,256kWh/m²kilowatt hour per square meters,D,20211012005943,48 kg CO₂/m²,50551 kWh/year,,Gas,,,Yes,No,,,,Residential area with cultural historical aesthetic value,"Make an offer starting from€ 299,000Make an offer starting from299000 €","€ 2,6102610 €",Yes,Rue de l'Yser 4254430- Ans,http://www.labelimmo.be,4698633,4.4 m,,,,,,,,Link to the virtual visit,,,,,12m²square meters,,,,,,,,72m²square meters,,,12m²square meters,,,,,83m²square meters,Connected,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,
10054478,"€299,000",299000€,Belgium,null,Luxembourg,Marche-en-Famenne,Marche-en-Famenne,6900,Chauss\\u00e9e de l'Ourthe 65,null,null,null,null,50.23,5.35,After signing the deed,,,1957,,,To be done up,4,6,Urban,788m²square meters,,Semi equipped,,8,17m²square meters,21m²square meters,2,4,,,,No,No,Yes,,No,713kWh/m²kilowatt hour per square meters,G,20200622007350,178 kg CO₂/m²,173 kWh/year,,Fuel oil,,,Yes,No,No,No,Property partially or completely located in a possible flood zone and located in a circumscribed waterside zone,"Living area (residential, urban or rural)","€ 299,000299000 €","€ 1,4971497 €",No,Chaussée de l'Ourthe 656900- Marche-en-Famenne,http://www.weinvest.be,4865412,14.5 m,1,119m²square meters,,,,,,Link to the virtual visit,,,,,18m²square meters,,,,,,,Yes,145m²square meters,Yes,,23m²square meters,,,,,2319m²square meters,Not connected,No,,,,,,,,1873m²square meters,25.98 mmeters,,,,,,,,,,,,,,,,,,99m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21m²square meters,,,,,,,,,,,
10106638,"€300,000",300000€,Belgium,null,Brussels,Brussels,Woluwe-St-Lambert,1200,Avenue des Cerisiers,,,,,,,December 1 2022 - 12:00 AM,Bruxelles Est,1927,Good,,,5.33 m,Isolated,,118m²square meters,28m²square meters,Yes,1m²square meter,3,18m²square meters,18m²square meters,8m²square meters,1,8m²square meters,No,82m²square meters,No,No,Yes,,No,595kWh/m²kilowatt hour per square meters,G,20220528-0000613600-01-6,119 kg CO₂/m²,Not specified,Gas,,"€ 300,000300000 €",,,,,,,,,€ 696696 €,No,"Avenue des Cerisiers, 2121200- Woluwe-St-Lambert",http://www.expertissimmo.eu,4927946,,2,,,,number,latitude,longitude,To be defined,,Hyper equipped,2,Yes,,1,,,,,,,,,,,,Yes,Yes,,,Connected,Yes,12m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9817246,Make,300000€,Belgium,null,Walloon Brabant,Nivelles,Braine l'Alleud,1420,Chauss\\u00e9e d'Alsemberg 967,null,null,null,null,50.71,4.35,After signing the deed,,Braine L'Alleud et environs,1918,,,Good,2,7,,160m²square meters,19m²square meters,USA hyper equipped,20m²square meters,2,18m²square meters,11m²square meters,1,2,Yes,No,35m²square meters,No,No,,,,341kWh/m²kilowatt hour per square meters,E,20190416015765,63 kg CO₂/m²,76059 kWh/year,,Gas,,Yes,Yes,No,No,,Non flood zone,"Living area (residential, urban or rural)","Make an offer starting from€ 300,000Make an offer starting from300000 €","€ 1,3541354 €",No,Chaussée d'Alsemberg 9671420- Braine l'Alleud,http://www.wellianss.com,3749107,11 m,1,,,,,,,,Yes,1,Yes,,,,,,,,,,,,,,,Yes,,,613m²square meters,Connected,Yes,,,,,,,,400m²square meters,11 mmeters,,,,,,,,,,,,,,,,,10m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10080379,Make,300000€,Belgium,null,Li\\u00e8ge,Waremme,Braives,4260,Chauss\\u00e9e de Tirlemont 15\\/1,null,null,null,null,50.64,5.16,To be defined,,Waremme et 5 kms,1962,,,Good,2,1,Urban,160m²square meters,28m²square meters,Installed,14m²square meters,3,18m²square meters,13m²square meters,2,2,,No,,,,,,,371kWh/m²kilowatt hour per square meters,E,20220704013182,68 kg CO₂/m²,64752 kWh/year,,Gas,,,,No,,,,"Living area (residential, urban or rural)","Make an offer starting from€ 300,000Make an offer starting from300000 €","€ 1,2391239 €",No,Chaussée de Tirlemont 15/14260- Braives,http://www.immodemarneffe.be,4895004,8 m,1,24m²square meters,,,,,,,Yes,2,,,14m²square meters,,,,,,,,130m²square meters,,,,7m²square meters,Yes,,,940m²square meters,Connected,Yes,,,,,,,,780m²square meters,,,,,,,,,,,,,,,,,,,67m²square meters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162186,"€455,500",455500€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,,2,As new,3,1,"Living area (residential, urban or rural)",140m²square meters,,Hyper equipped,,3,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 455,500455500 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162185,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,"Living area (residential, urban or rural)",114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162184,"€405,000",405000€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,1,2,As new,3,1,Urban,114m²square meters,,Hyper equipped,,2,,,1,,,No,20m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 405,000405000 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162183,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,"Living area (residential, urban or rural)",102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10162182,"€556,900",556900€,Belgium,null,East Flanders,Gent,Gent,9000,Sint-Denijslaan 1,null,null,null,null,51.03,3.72,At delivery,June 15 2023 - 12:00 AM,Gent en omstreken,2023,2,2,As new,3,1,Isolated,102m²square meters,,Hyper equipped,,2,,,1,,,No,29m²square meters,Yes,Yes,Yes,Yes,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,Yes,Yes,Yes,,No,No,Non flood zone,"Living area (residential, urban or rural)","€ 556,900556900 €",,No,Sint-Denijslaan 19000- Gent,http://www.immodavinci.be,4971404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
